"","Model","Trait","Accuracy","Kappa","Sensitivity","Specificity","F1"
"Accuracy","Ordinal","GY",0.672661870503597,0.290458293599596,0.767857142857143,0.648648648648649,0.485875706214689
"Accuracy2","Ordinal","GY",0.672661870503597,0.290458293599596,0.767857142857143,0.648648648648649,0.485875706214689
"Accuracy1","Ordinal","GY",0.675090252707581,0.206909715594579,0.563636363636364,0.702702702702703,0.407894736842105
"Accuracy3","Ordinal","GY",0.672661870503597,0.290458293599596,0.767857142857143,0.648648648648649,0.485875706214689
"Accuracy11","Ordinal","GY",0.675090252707581,0.206909715594579,0.563636363636364,0.702702702702703,0.407894736842105
"Accuracy21","Ordinal","GY",0.622302158273381,0.106410334904794,0.482142857142857,0.657657657657658,0.339622641509434
"Accuracy4","Ordinal","GY",0.672661870503597,0.290458293599596,0.767857142857143,0.648648648648649,0.485875706214689
"Accuracy12","Ordinal","GY",0.675090252707581,0.206909715594579,0.563636363636364,0.702702702702703,0.407894736842105
"Accuracy22","Ordinal","GY",0.622302158273381,0.106410334904794,0.482142857142857,0.657657657657658,0.339622641509434
"Accuracy31","Ordinal","GY",0.584837545126354,0.145497465060758,0.654545454545455,0.567567567567568,0.385026737967914
"Accuracy5","Ordinal","GY",0.672661870503597,0.290458293599596,0.767857142857143,0.648648648648649,0.485875706214689
"Accuracy13","Ordinal","GY",0.675090252707581,0.206909715594579,0.563636363636364,0.702702702702703,0.407894736842105
"Accuracy23","Ordinal","GY",0.622302158273381,0.106410334904794,0.482142857142857,0.657657657657658,0.339622641509434
"Accuracy32","Ordinal","GY",0.584837545126354,0.145497465060758,0.654545454545455,0.567567567567568,0.385026737967914
"Accuracy41","Ordinal","GY",0.62589928057554,0.177608374103994,0.625,0.626126126126126,0.402298850574713
