"","Model","Trait","Accuracy","Kappa","Sensitivity","Specificity","F1"
"Accuracy211","Ordinal","Height",0.812903225806452,0.131736526946108,0.0967741935483871,0.991935483870968,0.171428571428571
"Accuracy40","Ordinal","Height",0.787096774193548,0.108108108108108,0.129032258064516,0.951612903225806,0.195121951219512
"Accuracy116","Ordinal","Height",0.787096774193548,0.187192118226601,0.225806451612903,0.92741935483871,0.297872340425532
"Accuracy212","Ordinal","Height",0.812903225806452,0.131736526946108,0.0967741935483871,0.991935483870968,0.171428571428571
"Accuracy310","Ordinal","Height",0.761290322580645,-0.069364161849711,0,0.951612903225806,NA
"Accuracy44","Ordinal","Height",0.787096774193548,0.108108108108108,0.129032258064516,0.951612903225806,0.195121951219512
"Accuracy117","Ordinal","Height",0.787096774193548,0.187192118226601,0.225806451612903,0.92741935483871,0.297872340425532
"Accuracy213","Ordinal","Height",0.812903225806452,0.131736526946108,0.0967741935483871,0.991935483870968,0.171428571428571
"Accuracy311","Ordinal","Height",0.761290322580645,-0.069364161849711,0,0.951612903225806,NA
"Accuracy45","Ordinal","Height",0.787096774193548,0.108108108108108,0.129032258064516,0.951612903225806,0.195121951219512
