"","Model","Trait","Accuracy","Kappa","Sensitivity","Specificity","F1"
"Accuracy43","Ordinal","GY",0.545454545454545,0.156362498043512,0.774193548387097,0.48780487804878,0.406779661016949
"Accuracy37","Ordinal","Height",0.402597402597403,0.0660514172709295,0.838709677419355,0.292682926829268,0.361111111111111
"Accuracy38","Ordinal","Height",0.402597402597403,0.0660514172709295,0.838709677419355,0.292682926829268,0.361111111111111
"Accuracy114","Ordinal","Height",0.388157894736842,0.0186059427936684,0.733333333333333,0.30327868852459,0.321167883211679
"Accuracy39","Ordinal","Height",0.402597402597403,0.0660514172709295,0.838709677419355,0.292682926829268,0.361111111111111
"Accuracy115","Ordinal","Height",0.388157894736842,0.0186059427936684,0.733333333333333,0.30327868852459,0.321167883211679
"Accuracy211","Ordinal","Height",0.402597402597403,0.0772437149928358,0.870967741935484,0.284552845528455,0.36986301369863
"Accuracy40","Ordinal","Height",0.402597402597403,0.0660514172709295,0.838709677419355,0.292682926829268,0.361111111111111
"Accuracy116","Ordinal","Height",0.388157894736842,0.0186059427936684,0.733333333333333,0.30327868852459,0.321167883211679
"Accuracy212","Ordinal","Height",0.402597402597403,0.0772437149928358,0.870967741935484,0.284552845528455,0.36986301369863
"Accuracy310","Ordinal","Height",0.407894736842105,0.0681198910081743,0.833333333333333,0.30327868852459,0.357142857142857
"Accuracy44","Ordinal","Height",0.402597402597403,0.0660514172709295,0.838709677419355,0.292682926829268,0.361111111111111
"Accuracy117","Ordinal","Height",0.388157894736842,0.0186059427936684,0.733333333333333,0.30327868852459,0.321167883211679
"Accuracy213","Ordinal","Height",0.402597402597403,0.0772437149928358,0.870967741935484,0.284552845528455,0.36986301369863
"Accuracy311","Ordinal","Height",0.407894736842105,0.0681198910081743,0.833333333333333,0.30327868852459,0.357142857142857
"Accuracy45","Ordinal","Height",0.383116883116883,0.0177252584933531,0.741935483870968,0.292682926829268,0.326241134751773
