"","Model","Trait","Accuracy","Kappa","Sensitivity","Specificity","F1"
"Accuracy26","Ordinal","DTMT",0.409090909090909,0.0817717206132879,0.870967741935484,0.292682926829268,0.372413793103448
"Accuracy34","Ordinal","DTMT",0.348684210526316,0.0630136986301369,0.933333333333333,0.204918032786885,0.361290322580645
"Accuracy42","Ordinal","DTMT",0.428571428571429,0.117363553471408,0.935483870967742,0.300813008130081,0.397260273972603
"Accuracy18","Ordinal","GY",0.350649350649351,0.0537052967924297,0.903225806451613,0.211382113821138,0.358974358974359
"Accuracy19","Ordinal","GY",0.350649350649351,0.0537052967924297,0.903225806451613,0.211382113821138,0.358974358974359
"Accuracy110","Ordinal","GY",0.394736842105263,0.0928905033731188,0.933333333333333,0.262295081967213,0.378378378378378
"Accuracy20","Ordinal","GY",0.350649350649351,0.0537052967924297,0.903225806451613,0.211382113821138,0.358974358974359
"Accuracy111","Ordinal","GY",0.394736842105263,0.0928905033731188,0.933333333333333,0.262295081967213,0.378378378378378
"Accuracy27","Ordinal","GY",0.350649350649351,0.0428837787445618,0.870967741935484,0.219512195121951,0.350649350649351
"Accuracy28","Ordinal","GY",0.350649350649351,0.0537052967924297,0.903225806451613,0.211382113821138,0.358974358974359
"Accuracy112","Ordinal","GY",0.394736842105263,0.0928905033731188,0.933333333333333,0.262295081967213,0.378378378378378
"Accuracy29","Ordinal","GY",0.350649350649351,0.0428837787445618,0.870967741935484,0.219512195121951,0.350649350649351
"Accuracy35","Ordinal","GY",0.388157894736842,0.0884704668558163,0.933333333333333,0.254098360655738,0.375838926174497
"Accuracy30","Ordinal","GY",0.350649350649351,0.0537052967924297,0.903225806451613,0.211382113821138,0.358974358974359
"Accuracy113","Ordinal","GY",0.394736842105263,0.0928905033731188,0.933333333333333,0.262295081967213,0.378378378378378
"Accuracy210","Ordinal","GY",0.350649350649351,0.0428837787445618,0.870967741935484,0.219512195121951,0.350649350649351
"Accuracy36","Ordinal","GY",0.388157894736842,0.0884704668558163,0.933333333333333,0.254098360655738,0.375838926174497
"Accuracy43","Ordinal","GY",0.357142857142857,0.00104835539247804,0.741935483870968,0.260162601626016,0.317241379310345
"Accuracy37","Ordinal","Height",0.337662337662338,0.0347794027282783,0.870967741935484,0.203252032520325,0.346153846153846
"Accuracy38","Ordinal","Height",0.337662337662338,0.0347794027282783,0.870967741935484,0.203252032520325,0.346153846153846
"Accuracy114","Ordinal","Height",0.315789473684211,0.0323212536728697,0.9,0.172131147540984,0.341772151898734
"Accuracy39","Ordinal","Height",0.337662337662338,0.0347794027282783,0.870967741935484,0.203252032520325,0.346153846153846
"Accuracy115","Ordinal","Height",0.315789473684211,0.0323212536728697,0.9,0.172131147540984,0.341772151898734
"Accuracy211","Ordinal","Height",0.409090909090909,0.0927100867538522,0.903225806451613,0.284552845528455,0.380952380952381
"Accuracy40","Ordinal","Height",0.337662337662338,0.0347794027282783,0.870967741935484,0.203252032520325,0.346153846153846
"Accuracy116","Ordinal","Height",0.315789473684211,0.0323212536728697,0.9,0.172131147540984,0.341772151898734
"Accuracy212","Ordinal","Height",0.409090909090909,0.0927100867538522,0.903225806451613,0.284552845528455,0.380952380952381
"Accuracy310","Ordinal","Height",0.335526315789474,0.0216670915115982,0.833333333333333,0.213114754098361,0.33112582781457
"Accuracy44","Ordinal","Height",0.337662337662338,0.0347794027282783,0.870967741935484,0.203252032520325,0.346153846153846
"Accuracy117","Ordinal","Height",0.315789473684211,0.0323212536728697,0.9,0.172131147540984,0.341772151898734
"Accuracy213","Ordinal","Height",0.409090909090909,0.0927100867538522,0.903225806451613,0.284552845528455,0.380952380952381
"Accuracy311","Ordinal","Height",0.335526315789474,0.0216670915115982,0.833333333333333,0.213114754098361,0.33112582781457
"Accuracy45","Ordinal","Height",0.311688311688312,0.0298347795079044,0.903225806451613,0.16260162601626,0.345679012345679
